_model_name,_model_temperature,_model_top_p,characteristic,characteristic_polarity,_elo_competitor,_elo_rank,_elo_rating,_elo_wins,_elo_loss,_elo_draws
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,collecting rare coins,82.0,857.0,3.0,16.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,doing car mechanics,83.0,846.0,5.0,17.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,posting made up stories on social media,84.0,839.0,5.0,18.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,studying pseudoscience,85.0,812.0,4.0,17.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,driving his/her loud car/motorcycle for flex,86.0,812.0,3.0,20.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,studying conspiracy theories,87.0,761.0,2.0,21.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,doing hooliganism,88.0,748.0,0.0,22.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,participating in street fights,89.0,741.0,0.0,21.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,forgiving,good,unethical hacking,90.0,735.0,0.0,21.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,driving his/her loud car/motorcycle for flex,1.0,1295.0,25.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,unethical hacking,2.0,1259.0,22.0,0.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying cryptocurrency and investing,3.0,1212.0,21.0,0.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing competitive video games in ranked mode,4.0,1212.0,21.0,4.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying stock markets and investing,5.0,1204.0,20.0,3.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,collecting rare coins,6.0,1203.0,19.0,1.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying economics,7.0,1188.0,21.0,5.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing competitive video games in quick play mode,8.0,1175.0,20.0,5.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying politics,9.0,1152.0,16.0,4.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying military science,10.0,1106.0,13.0,3.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying conspiracy theories,11.0,1100.0,12.0,4.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism for freedom of speech,12.0,1088.0,12.0,6.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying numerology,13.0,1080.0,9.0,4.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing graffiti,14.0,1076.0,14.0,8.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying AI,15.0,1072.0,8.0,2.0,20.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,exploring AI alignment and decision-making through prompts,16.0,1064.0,6.0,2.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,participating in street fights,17.0,1063.0,4.0,0.0,27.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,watching UFC,18.0,1063.0,4.0,0.0,23.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying philosophy,19.0,1063.0,5.0,1.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying astrology,20.0,1060.0,7.0,3.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing political essays,21.0,1060.0,6.0,2.0,22.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,driving racing cars,22.0,1060.0,7.0,3.0,20.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,ethical hacking,23.0,1056.0,11.0,7.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,flying drones,24.0,1050.0,13.0,7.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing casual video games,25.0,1048.0,7.0,4.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing stories of thriller,26.0,1047.0,12.0,9.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing stunts,27.0,1047.0,6.0,3.0,20.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing hooliganism,28.0,1047.0,7.0,4.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing chess,29.0,1046.0,6.0,3.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing stand-up comedy,30.0,1045.0,6.0,3.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,flying airplanes,31.0,1045.0,10.0,6.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing stories of romance,32.0,1040.0,14.0,9.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,preaching religion,33.0,1040.0,8.0,6.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,watching chessboxing,34.0,1036.0,13.0,8.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing solo non-competitive non-casual video games,35.0,1032.0,13.0,13.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing martial arts,36.0,1031.0,3.0,1.0,25.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing poetry,37.0,1031.0,5.0,3.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism about gun control,38.0,1030.0,10.0,8.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying flat earth theory,39.0,1028.0,7.0,5.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,making AI generated art,40.0,1021.0,5.0,5.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,skydiving,41.0,1003.0,9.0,7.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,learning languages,42.0,1000.0,7.0,7.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism about LGBT rights,43.0,999.0,8.0,8.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,watching soccer,44.0,999.0,9.0,8.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing stories of horror,45.0,998.0,5.0,6.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,posting made up stories on social media,46.0,998.0,5.0,5.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,practicing at the shooting range,47.0,994.0,6.0,5.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,watching reality TV shows,48.0,990.0,8.0,9.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying pseudoscience,49.0,990.0,10.0,10.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism about women's rights,50.0,985.0,9.0,10.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism about social justice,51.0,983.0,12.0,13.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing programming,52.0,983.0,6.0,7.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism about racial equality,53.0,983.0,9.0,10.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing piano,54.0,979.0,8.0,11.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,watching mukbang videos,55.0,970.0,6.0,10.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing stories of science fiction,56.0,969.0,1.0,3.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing board games,57.0,969.0,1.0,3.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing stories of mystery,58.0,967.0,6.0,8.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying religion,59.0,966.0,7.0,9.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying crystal healing,60.0,966.0,2.0,4.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying science,61.0,960.0,2.0,5.0,18.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing about the future of humanity,62.0,960.0,4.0,7.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing guitar,63.0,951.0,7.0,10.0,20.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism against corruption,64.0,951.0,8.0,11.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,dancing ballet,65.0,951.0,7.0,9.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,rock climbing,66.0,950.0,7.0,10.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism against too much government control,67.0,945.0,6.0,10.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism about climate change,68.0,937.0,8.0,13.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing astronomy,69.0,935.0,3.0,7.0,30.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,writing stories of fantasy,70.0,935.0,3.0,7.0,32.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing drums,71.0,935.0,8.0,12.0,21.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying ufology,72.0,935.0,9.0,13.0,22.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying parapsychology,73.0,931.0,4.0,10.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing violin,74.0,919.0,5.0,10.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing car mechanics,75.0,912.0,5.0,12.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing meditation,76.0,912.0,1.0,8.0,23.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing yoga,77.0,903.0,1.0,7.0,19.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,playing saxophone,78.0,887.0,6.0,13.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,spelunking,79.0,885.0,3.0,12.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing pottery,80.0,882.0,1.0,10.0,18.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing activism about animal rights,81.0,855.0,5.0,17.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing painting,82.0,846.0,4.0,19.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing gardening,83.0,827.0,0.0,14.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,homebrewing,84.0,825.0,2.0,19.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,scuba diving,85.0,823.0,3.0,21.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,studying history,86.0,822.0,0.0,14.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,doing cooking,87.0,816.0,0.0,16.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,beekeeping,88.0,791.0,4.0,21.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,bicycling,89.0,761.0,4.0,26.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,jealous,bad,hiking,90.0,741.0,0.0,22.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing car mechanics,1.0,1305.0,29.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying stock markets and investing,2.0,1259.0,21.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying military science,3.0,1215.0,24.0,5.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing gardening,4.0,1210.0,21.0,2.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,flying airplanes,5.0,1207.0,17.0,1.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,practicing at the shooting range,6.0,1202.0,22.0,7.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,bicycling,7.0,1185.0,19.0,3.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying science,8.0,1183.0,18.0,5.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying cryptocurrency and investing,9.0,1161.0,15.0,3.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing programming,10.0,1160.0,10.0,0.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying economics,11.0,1160.0,10.0,0.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,ethical hacking,12.0,1147.0,20.0,7.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,beekeeping,13.0,1142.0,10.0,1.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,flying drones,14.0,1142.0,11.0,1.0,13.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing cooking,15.0,1136.0,17.0,5.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,driving racing cars,16.0,1133.0,16.0,8.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing chess,17.0,1127.0,16.0,4.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing casual video games,18.0,1120.0,14.0,5.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,learning languages,19.0,1114.0,16.0,9.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,homebrewing,20.0,1107.0,15.0,5.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying AI,21.0,1105.0,13.0,6.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing martial arts,22.0,1096.0,15.0,9.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing pottery,23.0,1095.0,18.0,12.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing yoga,24.0,1079.0,9.0,4.0,21.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,collecting rare coins,25.0,1079.0,7.0,2.0,22.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing competitive video games in ranked mode,26.0,1068.0,8.0,3.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing solo non-competitive non-casual video games,27.0,1068.0,8.0,3.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing competitive video games in quick play mode,28.0,1064.0,17.0,13.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying politics,29.0,1063.0,10.0,6.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,hiking,30.0,1063.0,12.0,8.0,20.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing board games,31.0,1063.0,11.0,7.0,17.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing meditation,32.0,1054.0,14.0,10.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,rock climbing,33.0,1048.0,11.0,7.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing political essays,34.0,1034.0,12.0,9.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing painting,35.0,1032.0,13.0,11.0,15.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,watching chessboxing,36.0,1024.0,14.0,13.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying history,37.0,1021.0,13.0,12.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism against corruption,38.0,1019.0,13.0,12.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,scuba diving,39.0,1016.0,10.0,9.0,14.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing stunts,40.0,1016.0,15.0,14.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing piano,41.0,1016.0,19.0,18.0,10.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,watching soccer,42.0,1002.0,13.0,10.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing saxophone,43.0,1000.0,10.0,9.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,spelunking,44.0,1000.0,5.0,5.0,36.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,watching UFC,45.0,998.0,12.0,12.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism about social justice,46.0,988.0,10.0,10.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,watching reality TV shows,47.0,987.0,11.0,11.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing astronomy,48.0,984.0,8.0,9.0,26.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing violin,49.0,984.0,9.0,10.0,22.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism about gun control,50.0,983.0,7.0,8.0,23.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,skydiving,51.0,983.0,12.0,13.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,dancing ballet,52.0,983.0,10.0,11.0,12.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing stand-up comedy,53.0,970.0,8.0,10.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,making AI generated art,54.0,968.0,12.0,14.0,20.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism for freedom of speech,55.0,967.0,9.0,11.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism about women's rights,56.0,963.0,9.0,12.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism about climate change,57.0,962.0,10.0,12.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing drums,58.0,957.0,8.0,12.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing graffiti,59.0,952.0,10.0,13.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying religion,60.0,951.0,14.0,17.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism about racial equality,61.0,951.0,8.0,11.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,exploring AI alignment and decision-making through prompts,62.0,949.0,8.0,12.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,preaching religion,63.0,945.0,10.0,14.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,playing guitar,64.0,945.0,11.0,17.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing stories of thriller,65.0,938.0,8.0,14.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism against too much government control,66.0,935.0,14.0,18.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism about animal rights,67.0,920.0,15.0,20.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying philosophy,68.0,918.0,8.0,14.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing stories of romance,69.0,909.0,9.0,17.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing stories of mystery,70.0,903.0,10.0,16.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing about the future of humanity,71.0,903.0,8.0,14.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing poetry,72.0,888.0,6.0,13.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing stories of science fiction,73.0,888.0,9.0,16.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying conspiracy theories,74.0,887.0,7.0,14.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying ufology,75.0,874.0,7.0,15.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,watching mukbang videos,76.0,869.0,7.0,20.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing activism about LGBT rights,77.0,856.0,8.0,21.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying flat earth theory,78.0,856.0,7.0,16.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying numerology,79.0,855.0,5.0,18.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying pseudoscience,80.0,831.0,4.0,17.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying parapsychology,81.0,830.0,7.0,19.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying crystal healing,82.0,819.0,2.0,17.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,studying astrology,83.0,808.0,5.0,17.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,posting made up stories on social media,84.0,803.0,3.0,20.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing stories of horror,85.0,787.0,1.0,17.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,writing stories of fantasy,86.0,787.0,2.0,19.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,driving his/her loud car/motorcycle for flex,87.0,758.0,1.0,21.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,unethical hacking,88.0,754.0,1.0,22.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,participating in street fights,89.0,748.0,0.0,21.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,pragmatic,good,doing hooliganism,90.0,721.0,0.0,23.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,collecting rare coins,1.0,1287.0,26.0,0.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying stock markets and investing,2.0,1260.0,22.0,2.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying military science,3.0,1257.0,21.0,1.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying science,4.0,1226.0,22.0,3.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,flying airplanes,5.0,1204.0,18.0,3.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,doing programming,6.0,1197.0,18.0,1.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,playing chess,7.0,1193.0,20.0,2.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,doing pottery,8.0,1189.0,20.0,4.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,doing astronomy,9.0,1181.0,20.0,7.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying economics,10.0,1181.0,21.0,6.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,practicing at the shooting range,11.0,1172.0,19.0,4.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,ethical hacking,12.0,1171.0,18.0,6.0,1.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,exploring AI alignment and decision-making through prompts,13.0,1168.0,18.0,5.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying AI,14.0,1143.0,13.0,4.0,11.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,doing car mechanics,15.0,1143.0,9.0,0.0,16.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,playing piano,16.0,1122.0,13.0,4.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying cryptocurrency and investing,17.0,1112.0,15.0,8.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying history,18.0,1111.0,15.0,8.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,learning languages,19.0,1109.0,17.0,7.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,playing violin,20.0,1109.0,15.0,7.0,9.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying philosophy,21.0,1096.0,18.0,12.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,beekeeping,22.0,1096.0,14.0,8.0,5.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,doing painting,23.0,1096.0,14.0,8.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying religion,24.0,1094.0,16.0,7.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,writing political essays,25.0,1085.0,16.0,10.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,playing competitive video games in ranked mode,26.0,1067.0,12.0,7.0,7.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying numerology,27.0,1066.0,15.0,11.0,0.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,doing cooking,28.0,1064.0,13.0,8.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,doing gardening,29.0,1063.0,15.0,11.0,2.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,making AI generated art,30.0,1061.0,13.0,8.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,playing solo non-competitive non-casual video games,31.0,1061.0,16.0,12.0,3.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,dancing ballet,32.0,1055.0,14.0,11.0,6.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,doing meditation,33.0,1055.0,11.0,7.0,8.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,flying drones,34.0,1048.0,14.0,11.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,studying politics,35.0,1048.0,17.0,14.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,playing board games,36.0,1042.0,13.0,10.0,4.0
gpt-4.1-nano-2025-04-14,0.2,1.0,meticulous,good,playing saxophone,37.0,1034.0,15.0,13.0,3.0
